snapshot,Biogas,Biogas_CHP,Biomass,Biomass_CHP,CCGT,Hydro,Nuclear,PV,SCGT,SCGT_CHP,Wind,Wind offshore,demand
2030-01-01 00:00:00,170.69109399,1.23558835991,120.50029013,16.7048984953,1063.748403789,3.76269557687,1975.20615723,0.0,0.0,0.0,13.4632715002,695.630181988,3799.572278144836
2030-01-01 01:00:00,170.69109399,1.23791387655,120.50029013,16.7363389982,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,14.0375625863,688.335551947,3705.273094285679
2030-01-01 02:00:00,170.69109399,1.22733859968,120.50029013,16.593363447,1063.748403789,3.76269557687,1975.20615723,0.0,0.0,0.0,15.7308194609,673.36214454,3577.023508488616
2030-01-01 03:00:00,170.69109399,1.21334131904,120.50029013,16.4041231144,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,16.8136033471,673.085883852,3461.935326401135
2030-01-01 04:00:00,170.69109399,1.21353812442,120.50029013,16.4067838823,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,17.4928922685,687.701371295,3383.3261191889546
2030-01-01 05:00:00,170.69109399,1.21284729737,120.50029013,16.3974440438,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,17.5269300439,688.663920512,3405.050450581725
2030-01-01 06:00:00,170.69109399,1.21405222827,120.50029013,16.4137344598,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,18.6541253917,679.743634935,3557.5287313160993
2030-01-01 07:00:00,170.69109399,1.21261032763,120.50029013,16.394240262,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,20.370209921,673.219476147,3792.642175863452
2030-01-01 08:00:00,170.69109399,1.30947472278,120.50029013,17.7038268051,1063.748403789,3.76269557687,1975.20615723,0.0,0.0,0.0,20.7877734018,684.06453749,4156.681760591946
2030-01-01 09:00:00,170.69109399,1.34705250116,120.50029013,18.2118705791,1063.748403789,3.76269557687,1975.20615723,14.3954991658,0.0,0.0,20.9379823962,703.421755481,4531.079693922298
